Flight Number,Average Display
165,6.507688705019124
166,8.722583441699177
167,7.528401686469912
168,7.532466648516199
169,6.551837133096284
170,9.475486554746695
171,7.831522468142187
172,6.807211475194104
173,10.740608654303376
174,6.615330520393812
175,7.546869740828004
176,7.636086925745027
177,8.416671024420854
178,6.89112635538836
179,9.707910486599012
180,8.386476085761407
181,8.121002965758965
182,6.821811441739305
183,6.776481640961403
184,5.957899337169495
185,9.513435048489715
186,6.218386671461105
187,7.88934611048478
188,9.416291509983582
189,6.760475944128298
190,7.074260159010601
191,7.50605097694544
192,5.890794511805999
193,7.700068309600126
194,6.076664465389926
195,8.922216605585746
196,6.4940202810240555
197,9.933172336261814
198,7.509875640087784
199,8.991473754406021
200,5.196267061338595
201,7.509537082581844
202,6.209487514930891
203,6.6484428633838855
204,4.824373999913506
205,9.805402017208959
206,6.28755016458493
207,8.235335087447764
208,6.4449337051714854
209,9.149843427276966
210,6.528207782430716
211,6.1365402506430256
212,8.521497082299282
213,13.276394518432735
214,5.703459424506951
215,6.3206290575330195
216,8.515770133714403
217,9.202311866006134
218,6.812158855637117
219,9.66434593160936
220,9.090048043925876
221,8.807988826815642
222,4.630864830967448
223,6.516306068601583
224,7.045962106476479
225,10.120692471010942
226,5.816342467698424
227,9.696567390206965
228,7.056170315131104
229,4.478903340050071
230,7.307419077628187
231,6.147088244248249
232,8.360227122672653
233,7.913433526011561
234,8.331869756118767
235,9.061225802302399
236,8.461922508965614
237,8.907893085707116
238,6.284032300078145
239,7.109103148301574
240,7.666315863327019
241,7.025792682926829
242,5.139463649434269
243,7.935846435562291
244,7.403022787890132
245,7.6323680094914526
246,9.87718432919955
247,6.904336188436831
248,7.968309653277203
249,8.710282604544586
250,8.641003976143141
251,8.925461673372537
252,11.028003677250547
253,7.113470183610464
254,8.015799045237554
255,9.025037593984962
256,7.873381877022654
257,8.591334396597555
258,7.766378170453179
259,8.453271028037383
260,9.52508419463477
261,8.051815915369584
262,7.996908517350158
263,9.197296963712663
264,6.790316080373079
265,9.140954722392951
266,8.265698445221163
267,7.55801399026764
268,11.864996437900736
269,9.780652807268776
270,6.761101088284933
271,10.379968112971188
272,5.855218644280165
273,6.152941176470589
274,7.028808821245535
275,8.266634389265459
276,6.438990118756233
277,8.542457805907173
278,9.52356085273699
279,8.099110546378654
280,7.25550260948491
281,8.145772594752186
282,7.972268606870229
283,6.986319674217358
284,7.221780789904183
285,6.232737074246508
286,6.360548792790369
287,6.5825017734689055
288,6.161555915721232
289,10.765172840896296
290,5.490792533467412
291,7.1985795720026164
292,6.072513186637541
293,6.619441855364878
294,7.360501897933362
295,8.117189360857482
296,8.399088695105664
297,5.684066924066924
298,8.368339900633888
299,9.326154227008294
300,6.913679081099896
301,7.232052968119359
302,7.752973673826033
303,6.331432874354561
304,5.489797191887676
305,5.563209349365097
306,6.848726331562458
307,6.543401941212914
308,5.516212212651561
309,7.900076045627377
310,6.91903006996742
311,6.554538860681806
312,10.230160632941741
313,6.551785013730875
314,7.469312712918401
315,6.557876368251282
316,9.720878279185548
317,6.563759565395175
318,8.517889297737415
319,8.290967699493454
320,7.997406397552703
321,9.7145881745417
322,10.269594803588
323,8.676230569948187
324,9.165738068067396
325,10.555337262606418
326,6.301545814352924
327,7.201826610392306
328,8.579135700522984
329,8.024575915602709
330,6.576079118162151
331,10.44873460800693
332,5.850351259689923
333,8.465664439495175
334,9.120056934216226
335,7.184115764203788
336,9.059179989685404
337,8.910832637148427
338,5.538056457044884
339,7.891214133270097
340,6.756486642321738
341,8.869598976888645
342,8.931846865797223
343,5.971818582122413
344,7.626804670912951
345,9.331272044340617
346,8.402404177751503
347,9.426343664182031
348,7.342168903219688
349,10.15315564913836
350,10.399007991182144
351,9.31953435547984
352,8.501530288156147
353,11.097851335656214
354,8.398463545441368
355,9.147776879547292
356,9.57172620871377
357,9.320001918189229
358,9.581701530441757
359,9.10082902670112
360,7.814856916917907
361,9.030632253961524
362,9.378432039936465
363,8.702432764200424
364,6.93490677874771
365,7.032004803029603
366,8.871703578540824
367,9.688080808080809
368,7.324418243872169
369,5.970340909090909
370,8.278939544103073
371,10.55107675317504
372,7.213929313929314
373,9.700699480202784
374,7.1694078947368425
375,9.974297593549199
376,7.267718087727944
377,8.54057157438122
378,6.604206694306805
379,9.022338369012672
380,7.8510055503496
381,5.331774061513273
382,7.535714285714286
383,8.331090899305742
384,7.658201335253305
385,7.659173754556501
386,8.403414305819005
387,5.244437215354587
388,8.718594854821724
389,6.837907316056416
390,7.044095477386935
391,9.393708752830097
392,10.370806241872561
393,6.697502312673451
394,6.528548749110418
395,6.798580352072686
396,8.869693907017037
397,8.461672473867596
398,8.333523611831863
399,8.077138129742682
400,7.268709327548807
401,4.81038396999309
402,5.606736907665957
403,6.522689651235801
404,6.926178660049628
405,8.809162504802151
406,7.5710794960903565
407,7.433344341699692
408,6.7820574657203885
409,7.445180242979486
410,7.115976022934584
411,7.7290273168241
412,6.411840016387566
413,12.50415859633132
414,6.09897033963424
415,7.412036508841985
416,7.594037127320457
417,8.101868654666733
418,5.661174148988653
419,9.360508953817154
420,9.596055163566389
421,7.1705186920864845
422,7.372873818788215
423,6.575352468685053
424,6.656378959604766
425,7.092537692698627
426,8.083542713567839
427,5.331126981362132
428,6.980908831094599
429,7.675184251357641
430,5.822102145788954
431,6.392819690333724
432,6.797960594538542
433,4.4823314889336014
434,7.903877128393925
435,6.6951803695375895
436,6.974192833804065
437,8.350290970527501
438,9.844536188878854
439,8.74261464878552
440,7.465337423312883
441,8.589871897518014
442,6.504082137555666
443,7.1736243790599925
444,5.731507731958763
445,8.30353025567454
446,8.626723114254737
447,5.228236109735565
448,8.553074416368396
449,7.448504156503559
450,6.028523565898492
451,7.653590241197671
452,8.18086618296058
453,9.929923907273048
454,8.40601803417526
455,10.174036450552734
456,6.311135109191265
457,6.887386488374414
458,5.74745895230649
459,10.068401486988847
460,6.819641065656002
461,7.340531234628628
462,7.326044513861773
463,7.675965930132082
464,8.103976823808269
465,9.41642598330095
466,9.208023976568354
467,7.157190488725103
468,7.44431739087203
469,7.533439139443637
470,7.455896627032273
471,7.3251868309432435
472,8.299626342830454
473,8.494846344722275
474,8.420067698259187
475,8.0558055279612
476,6.765941198930889
477,7.980797714769361
478,8.99080414791626
479,6.222033233023682
480,7.010706638115631
481,8.241758241758241
482,7.447218775847808
483,6.449258391881343
484,6.981985416765953
485,7.97928446334751
486,10.51634611012595
487,7.707911922787956
488,7.5877562225475845
489,8.639812748353384
490,6.4456053764569985
491,7.208887260546425
492,10.494094743672939
493,7.749576400052136
494,7.760638628315835
495,6.298055608334916
496,7.330889134845969
497,6.279547359597653
498,8.586915125136018
499,7.323218100602059
500,6.821288259479214
501,6.016853541332962
502,5.2198484301696135
503,8.599173553719009
504,7.891886470765219
505,8.959273821659142
506,8.161526921153525
507,7.864416745061147
508,8.533320465183612
509,8.352900034970276
510,5.935814677471043
511,7.619094813346548
512,8.296593441579114
513,8.72908723929132
514,7.534704533876719
515,7.576478446282691
516,5.378165181036523
517,6.471333661417323
518,6.184820193637621
519,10.053312202852615
520,7.749237279795295
521,8.47949617118729
522,7.401506661685967
523,7.446158445440957
524,8.577260699735394
525,9.456684914498561
526,6.961194922859951
527,7.7407216199162505
528,7.436336160670762
529,7.027253668763103
530,7.96804938271605
531,6.773522167487685
532,6.951638878363016
533,8.872874654013444
534,6.95217953821656
535,7.000805338242062
536,9.942156965200125
537,8.806172098913551
538,9.867527346731112
539,7.867516111575736
540,7.972417470551166
541,8.404698836807555
542,6.397288204709961
543,9.247973542571817
544,6.982168629824479
545,8.338466474173885
546,6.663958916900094
547,9.900212450910963
548,6.7342650826927555
549,7.0256333473079
550,5.612537165510406
551,8.346186926605505
552,8.275871200084737
553,6.369802090282411
554,6.1670439321845985
555,7.469376979936642
556,5.466827727188255
557,8.555707450444293
558,8.055384867477777
559,5.582514177693762
560,8.019625861503117
561,7.6039887672646
562,7.546918642657634
563,9.259583895203237
564,10.537736596182784
565,8.089462762278073
566,10.367920723627355
567,7.330013608808611
568,8.106251311097125
569,6.823696268819551
570,5.001660805001954
571,7.422968872907068
572,5.4649885583524025
573,6.221284403669725
574,8.841080461964303
575,9.133329257855484
576,10.376495147822162
577,10.077670424047236
578,7.783375762240246
579,9.947117652608737
580,6.840721006688584
581,9.478477894463893
582,6.789232473811443
583,6.6676403958507215
584,7.878970744424061
585,6.45828160731787
586,8.4705810546875
587,8.078441804102383
588,8.257446808510638
589,7.797138095511753
590,6.071615980918306
591,7.854274509803922
592,7.266217810104187
593,6.729181201243103
594,6.946757787666878
595,7.936036169581975
596,8.267455189662359
597,11.354912588747233
598,6.7495420482930895
599,6.7950232849099885
600,6.0784613502935425
601,8.975680830772491
602,8.0847423510467
603,7.24254122318425
604,7.302361287590005
605,6.849689560571786
606,6.2206027397260275
607,9.68259590963775
608,8.061190534877989
609,8.628172018863687
610,8.2448224852071
611,8.212567567567568
612,6.701856636423722
613,14.490138694490394
614,6.7265708335449785
615,7.8305202065917685
616,6.5998301319743895
617,8.233353820938332
618,7.34082318353633
619,8.236786469344608
620,7.080804921280367
621,7.947190293742018
622,8.47239408402569
623,6.803718269574544
624,8.057391858858539
625,8.20806216610005
626,10.556629927648927
627,8.104830108182234
628,9.309728867623605
629,8.478757176629516
630,7.184156074490097
631,9.29208770257388
632,10.567009587794807
633,6.178054004115399
634,8.749161975839606
635,10.572396327951884
636,7.2124308664735315
637,6.8702553926902645
638,6.023326133909287
639,9.567429156708775
640,6.9826991828396325
641,6.735000387086785
642,8.849939463001212
643,8.516115633826217
644,7.0081568899687605
645,6.910734022495286
646,10.289365518272177
647,11.209947368421053
648,9.415413098819718
649,7.748564487632509
650,8.673447537473233
651,9.053059993970455
652,6.397212105990205
653,8.421469790725162
654,6.561460144027812
655,9.334896810506567
656,9.718682773456893
657,8.387846721180054
658,8.398879266428935
659,9.167628057221966
660,9.50844408333817
661,8.92561408929399
662,7.700677339901477
663,8.556296638710956
664,8.474993092014369
665,6.896098202542745
667,7.4245283018867925
668,5.927103159497526
669,8.274552699429643
670,10.654795944892124
671,7.683446736125877
672,8.140251021599534
673,8.01110772976263
674,9.835188013673722
675,8.56607574536664
676,10.622495151906916
677,9.545282155234421
678,9.326215561440081
679,5.834366789280084
680,6.931781996325781
681,7.372254106471403
682,7.867927960705839
683,7.661972674976031
684,7.047745208568207
685,9.42018519596995
686,8.36131466299064
687,8.00395134901525
688,10.360310152653259
689,11.245828619909503
690,8.771638233818365
691,6.445150273224043
692,7.409320414847161
693,8.068724219210372
694,9.352182233471202
695,10.35548405966657
696,6.7650423414054375
697,8.457643923901593
698,9.885084076519846
699,8.167421912930894
700,8.982170846394984
701,5.135069285823055
702,6.664485391194535
703,8.022525045112314
704,4.998814249626231
705,4.906969410280668
706,6.501740883269195
707,4.318187318489835
708,6.109828962371722
709,9.641693173476877
710,8.016631422529576
711,8.330408293170866
712,6.573751380537489
713,7.220710659898478
714,6.439936080038907
715,6.728519650344681
716,6.755508995014811
717,7.667582417582418
718,6.278365098272781
719,7.746779661016949
720,8.267172961138478
721,8.433433219178083
722,9.756503520921841
723,7.512342402123424
724,5.583916563743653
725,10.838550247116968
726,9.4158310044386
727,9.19045906748172
728,8.149605335617697
729,9.661961688031111
730,8.952948929159803
731,9.547181142556864
732,7.459024796565644
733,8.015986712342988
734,8.447466095645968
735,8.038435281267066
736,8.649134991791893
737,7.254626675175494
738,8.368932852711879
739,8.14878850602703
740,6.923506767664224
741,6.545164782294925
742,10.18051437633593
743,10.983532749475762
744,8.341985917173886
745,9.83790170132325
746,8.117077854926873
747,5.4469794805567515
748,9.375916230366492
749,7.4393956735721645
750,8.972729043568599
751,7.62566508658218
752,7.97644564833353
753,8.981958762886597
754,5.3541445459050045
755,9.226733905298317
756,8.677492590023334
757,8.174236962268685
758,8.013605902660258
759,9.081546424421676
760,10.662307888256771
761,9.708977166093213
762,8.829995045650788
763,7.306103966672704
764,8.627144818119424
765,7.0266322520091515
766,10.629599448379615
767,5.821635171615889
768,7.872896072668982
769,7.5465137784353615
770,8.107740821382986
771,6.728127398311589
772,7.298131464798131
773,8.518174234298654
774,7.274898478904261
775,10.148323170731707
776,10.363091056471225
777,7.554619936276741
778,9.307028605561824
779,6.763673365555838
780,9.419400602943785
781,6.415303111587983
782,8.678642010163749
783,9.451359832635983
784,9.685474595764834
785,11.287594474850144
786,6.159468067273845
787,9.3217951980996
788,7.42352097058248
789,6.022439457898245
790,5.645545291090582
791,10.281195501834144
792,7.889894859813084
793,5.0338215523951035
794,6.255205811138015
795,9.097007612874048
796,6.321393110822577
797,8.298522734539873
798,9.034016812004085
799,8.067605633802817
800,5.8601048617731175
801,7.573087367731061
802,7.3538018906699545
803,6.697246689934076
804,7.715282026183776
805,4.903310294652601
806,8.116270825948245
807,6.469170540738928
808,6.300005613877505
809,7.015590489801221
810,10.183036278599419
811,5.098810789906217
812,6.368604651162791
813,10.336255174093012
814,7.4370938628158845
815,10.148182378311768
816,7.280909022499812
817,6.523423508341974
818,7.243642814902425
819,4.826080773606371
820,5.570631254811393
821,6.136340225148996
822,8.324489795918367
823,9.86474445191661
824,6.631726807341741
825,6.274951567769247
826,4.905052264808362
827,7.75918515823936
828,5.161749116607774
829,8.794545454545455
830,10.799482626022513
831,8.738142292490119
832,5.86072374227714
833,6.5294464075382805
834,4.737773949660254
835,8.397363614706583
836,8.930055466766946
837,8.284713871401287
838,9.174849437025399
839,6.563317877382793
840,7.01624619229868
841,7.808919151024414
842,8.346010681340022
843,7.243435816876122
844,7.075770444066974
845,6.262668718920199
846,6.703415292169968
847,8.467185185185185
848,10.823506289308176
849,7.925319488817891
850,7.406440651787783
851,6.749270750464068
852,7.995824486907289
853,6.240593988719926
854,7.446808510638298
855,5.1425127243503885
856,6.6100413054860665
857,7.133409431404723
858,7.492225709905832
859,8.393685249136656
860,6.565048833221502
861,10.47099917271808
862,8.387075876589197
863,9.826341341964397
864,7.542453236789932
865,8.652350446629974
866,7.037404387660755
867,10.750150753768844
868,9.055540355677154
869,9.481942939689418
870,8.908833482975343
871,8.5515503875969
872,9.073453505915985
873,10.362260881157102
874,6.707604038056504
875,9.161471075684634
876,8.885801723443667
877,7.11700199383723
878,6.02184637068358
879,8.07811651539834
880,7.860876249039201
881,8.303992006470953
882,13.86664133738602
883,5.037098560354374
884,9.093095308350545
885,6.139330110497237
886,9.96942769491167
887,6.671767874632713
888,8.126035427551932
889,7.210095770151636
890,7.208401373951236
891,6.298460102659822
892,8.624576146247973
893,10.41256889270632
894,11.029000911023383
895,6.2876583361862375
896,7.862191582002903
897,5.708412849872774
898,8.79624508805123
899,7.714317598482312
900,6.1071281981119165
901,7.7992335270119915
902,10.262109406378022
903,6.882878774058196
904,7.2533796353714495
905,9.045603301081389
906,7.379973712510456
907,9.939051418439716
908,7.258274086785977
909,10.767310012062726
910,8.5171902052931
911,14.127393838467944
912,5.569009314140559
913,5.691692307692308
914,6.543793415886439
915,8.077628562070094
916,12.399335395897788
917,9.02169587873046
918,9.427662957074721
919,10.330541237113403
920,10.21769794997179
921,6.4669553489032445
922,7.052994296577947
923,10.611147602514778
924,8.233272444354238
925,6.976753507014028
926,8.978649789029536
927,5.923922231614539
928,7.55495575221239
929,9.572191306963454
930,11.04751110708133
931,7.783434566537824
932,9.595050412465628
933,10.245728303163594
934,5.801529823419318
935,10.759909882481885
936,9.294608326382043
937,8.489897617106097
938,7.214940271641303
939,9.89735347690989
940,7.429172751481832
941,9.170649774450522
942,7.661727502710517
943,10.686632253470986
944,7.764068845484433
945,7.670579180296325
946,5.363363081258807
947,9.419903884661593
948,6.676154263986963
949,7.276919776919777
950,4.7700209434526775
951,5.97110647972717
952,9.382676871383238
953,7.1623913942904425
954,8.594013439218083
955,7.707641898319417
956,5.344214694236691
957,7.4379173290938
958,8.831218801996672
959,10.249785683669096
960,8.063039550291107
961,10.032837127845884
962,6.4056099052277595
963,9.8580014140938
964,8.69558052434457
965,7.516825326544167
966,10.418827577731351
967,6.1961044258617175
968,7.613939693524468
969,5.352887154172885
970,9.11745866874405
971,6.375812853644118
972,8.456953642384105
973,6.071622761788694
974,6.84850732430929
975,7.398604651162791
976,11.029235382308846
977,8.55185844647229
978,12.035169158143194
979,7.425181935998405
980,7.525564031813017
981,4.271989947452593
982,5.405377321730095
983,8.13714820168353
984,5.554003724394786
985,6.426216640502354
986,5.428718476582604
987,10.698025551684088
988,12.870693149574382
989,5.533627770029444
990,7.658466988094067
991,7.597273501846066
992,6.59997537552327
993,11.383363654740247
994,7.641446822631492
995,10.167674591997349
996,10.321428571428571
997,9.218762278978389
998,5.709098272138229
999,9.096583611610583
1000,7.527959237000261
1001,4.579223437599949
1002,4.481686090510065
1003,4.787816292535893
1004,6.047043100567992
1005,5.772932874977384
1006,5.306443638760712
1007,5.765128942772013
1008,5.63862660944206
1009,7.4906247837819135
1010,8.501078748651564
1011,6.871210112260232
1012,7.763422337065748
1013,15.588070628768303
1014,9.252320065992988
1015,10.555144867056159
1016,10.203199455411845
1017,8.65969827586207
1018,7.1016701651912015
1019,8.446403242147923
1020,7.9783708083715865
1021,8.7125417107512
1022,5.450021598272138
1023,8.19215296746958
1024,7.937157444252572
1025,7.790298347284825
1026,7.353167457849075
1027,8.883019402350941
1028,9.893784674760795
1029,7.830944448748741
1030,5.022339250828166
1031,4.621810427237297
1032,6.007431745286709
1033,8.961819980217607
1034,7.4294019201973045
1035,7.794130217979769
1036,8.139392370101847
1037,10.936718586296012
1038,5.351896690879742
1039,6.2606829268292685
1040,6.101343179069323
1041,5.297294704528012
1042,6.457429048414023
1043,4.4745718394561385
1044,9.661746204814225
1045,4.034974224198929
1046,7.063231156523027
1047,3.6193459053145194
1048,6.5891903751919845
1049,6.1933217692974845
1050,8.492866027657861
1051,7.747820418805508
1052,6.055698371893745
1053,5.995240066225166
1054,8.222139117427076
1055,6.971479226084946
1056,7.0624753179053785
1057,10.147764371894961
1058,4.059784774810682
1059,5.590506244125151
1060,7.113473268747757
1061,7.907333282984669
1062,6.487892699612926
1063,6.266950396243029
1064,7.492627927146574
1065,8.02825356170962
1066,8.00549734833786
1067,8.407202216066482
1068,7.1701333830799365
1069,9.328632251197446
1070,7.010918877354864
1071,3.9523416886543536
1072,8.460183372823735
1073,6.387645670980196
1074,7.079154344680048
1075,9.18996723357778
1076,8.577985948477751
1077,7.350317857830861
1078,7.028425141242938
1079,4.776127182694814
1080,5.8143826898599915
1081,6.883960255500355
1082,8.569437601182516
1083,6.673107399731806
1084,7.518469154607769
1085,8.096465948733504
1086,6.032367427876927
1087,7.807786598178847
1088,5.82279138827023
1089,7.968240817453742
1090,5.986342552825975
1091,6.100790150679897
1092,8.07176650411238
1093,6.78220802919708
1094,6.845271453590192
1095,8.580608365019012
1096,6.053298295263122
1097,6.56144578313253
1098,7.319028037383178
1099,8.951526952244313
1100,7.409279116679053
1101,9.827393698378708
1102,9.562164328657314
1103,9.8497022628027
1104,7.373341329934778
1105,9.303889864178139
1106,6.431832593532023
1107,10.137685691946833
1108,8.935058513268501
1109,7.762055693909893
1110,9.214863450375868
1111,8.68214016578749
1112,8.199548192771084
1113,12.959342165372316
1114,7.6868839484855025
1115,7.955000894614421
1116,7.906762680025047
1117,5.901608197055031
1118,5.964327521409648
1119,9.776415027842392
1120,7.317213543613125
1121,6.421059550414093
1122,8.035937989351707
1123,5.646583269508978
1124,6.45050975355222
1125,5.645741906760796
1126,9.815050426687355
1127,9.406946042921941
1128,6.574882178390644
1129,9.205533218456825
1130,5.35491922308949
1131,5.0217276099629045
1132,7.860573659198914
1133,4.389816296973855
1134,6.888997511553502
1135,5.883408408408409
1136,7.473608372516305
1137,7.899781659388646
1138,10.480310757917211
1139,10.48528314401791
1140,6.662719557923821
1141,7.6452893874714585
1142,8.421844524937308
1143,5.877731946069076
1144,5.394858113024497
1145,6.6414937183313665
1146,7.763974151857835
1147,4.345739700374532
1148,8.155643489730545
1149,5.420840491608299
1150,10.2774064171123
1151,8.511024182076813
1152,10.452196739430782
1153,5.742364784166525
1154,6.683252208400938
1155,9.411164635874185
1156,10.285390640170885
1157,9.128288566543489
1158,8.077745460262557
1159,6.872946764298437
1160,7.40452404738119
1161,9.487915618887957
1162,6.244599876568607
1163,4.964125250570263
1164,4.978418818790015
1165,8.582036093125774
1166,7.724529080159494
1167,7.356770577244567
1168,5.284713638236506
1169,10.437785492417321
1170,8.962461726883037
1171,7.43343792021515
1172,8.757898130238555
1173,9.227977074931012
1174,8.31479439105089
1175,6.997596305901702
1176,7.994847714080741
1177,8.273235339151737
1178,5.467353620955316
1179,9.226448101593883
1180,7.90063936409193
1181,8.549126706891077
1182,9.745302713987474
1183,7.478228842691111
1184,8.527361730108863
1185,9.13879264392324
1186,9.832111387637049
1187,9.515345178734462
1188,6.893422013139752
1189,11.595529039677976
1190,8.130307198532783
1191,6.4430851394150155
1192,8.714574595566207
1193,7.146905623730908
1194,7.446201694017999
1195,9.28610067618332
1196,7.506386802747288
1197,6.981412058731646
1198,9.37750126114007
1199,8.626718248415507
1200,6.871212121212121
1201,11.970401838568145
1202,7.870817369093231
1203,7.488515089405611
1204,10.735087851594903
1205,8.062156743091274
1206,10.153406105889907
1207,8.856278366111951
1208,10.332825976661594
1209,10.112747587607922
1210,6.095716725791617
1211,9.156694055099083
1212,6.959339263024142
1213,13.453971849215337
1214,4.846666666666667
1215,7.696028400266252
1216,9.018089430894308
1217,6.573531752347605
1218,8.775355054302423
1219,6.963829147240187
1220,6.721546398318578
1221,8.343333914762486
1222,4.1053252443545665
1223,6.541870610768249
1224,4.815893279781969
1225,8.15684436110367
1226,6.133929060906748
1227,8.330220556613627
1228,7.115115909812639
1229,9.954461756373938
1230,7.050992873451879
1231,7.176925752043123
1232,7.366798052399722
1233,5.4567090685268775
1234,9.384070021881838
1235,6.547521431233694
1236,6.6027286671510454
1237,7.449284217877095
1238,5.4917183385713075
1239,9.860515603799186
1240,8.364514221901072
1241,9.3626204238921
1242,6.314181111775254
1243,8.887687392479725
1244,7.023898489802273
1245,6.564172423859103
1246,6.4568575861836335
1247,6.8886202450032235
1248,8.28315468273218
1249,8.4940736616021
1250,7.52319309600863
1251,9.568977403293758
1252,7.109990909842161
1253,6.827387130254281
1254,4.183309717354016
1255,5.6125427403886246
1256,6.54396110971419
1257,7.590674817212034
1258,5.850985312569193
1259,7.319065265068441
1260,9.377245070009531
1261,9.29273679044659
1262,12.02948188175461
1263,8.572599633731578
1264,8.26053950471698
1265,6.552627704990432
1266,6.710606397981148
1267,8.30201761076059
1268,6.031681858276977
1269,6.687216479512159
1270,6.005470581667969
1271,7.347587523110873
1272,8.000983656174334
1273,11.16766025855717
1274,5.238606135839688
1275,6.398058916000274
1276,7.199401679898746
1277,7.875382971143569
1278,7.3320565934495425
1279,7.447188685753708
1280,5.831881229525337
1281,8.18620463668387
1282,9.560335609114091
1283,6.701004624461809
1284,4.205741626794258
1285,7.6074078693022384
1286,7.0276257492832945
1287,7.914057466821286
1288,5.744443526398413
1289,8.99354537677891
1290,7.232569180683668
1291,5.5184513483677655
1292,9.218278954398016
1293,6.414147947783135
1294,7.665700563100365
1295,5.88028964326048
1296,6.351251234771156
1297,11.500997592019264
1298,10.904523107177974
1299,10.024674434544208
1300,9.557250060518035
1301,10.54624134520277
1302,6.25373477361526
1303,6.082701421800948
1304,7.99747764274249
1305,7.996840775063185
1306,4.5980204342273305
1307,3.945334590009425
1308,10.384827164270419
1309,9.393909944930353
1310,4.438135593220339
1311,11.131339401820545
1312,8.68326923076923
1313,34.0
1314,5.953988275004441
1315,6.499831365935919
1316,9.057110862262038
1317,6.307536671724836
1318,11.133900106269925
1319,6.995481927710843
1320,8.883523481029451
1321,6.645745856353591
1322,8.562404287901991
1323,8.831166486096064
1324,8.023305734437288
1325,11.376391982182628
1326,9.563476771569258
1327,9.196522534889041
1328,4.429055258467023
1329,14.48831224533562
1330,8.338859416445624
1331,16.988069746099725
1332,4.887154646573376
1333,8.416739319965126
1334,8.497121925693355
1335,12.499140006879944
1336,4.781890046712181
1337,7.697288963124759
1338,11.599617903930131
1339,9.373013100436681
1340,12.374129353233831
1341,10.52872655478776
1342,4.775889203651244
1343,11.427553444180523
1344,16.735640301318266
1345,9.247004608294931
1346,4.42649967040211
1347,10.161232180894642
1348,7.080513784461153
1349,12.186790505675955
1350,13.030672434132914
1351,11.757222115936484
1352,9.597934653800575
1353,9.594639175257733
1354,9.300546448087431
1355,9.66572996119363
